id,name,age,city,country,department,salary,email,join_date,score
,Karim,24,,,IT,4k,,2023-01-05,fifty
,Fatima,24,,France,HR,2500,test@yahoo.com,not_a_date,20
98.0,Karim,27,  ,FRA,Marketing,1800,test@yahoo.com,Jan 5 2023,N/A
,,27,paris,, Finance ,3000,,not_a_date,
100.0,Karim,21,Lille,france, HR ,3000,test@yahoo.com,2023-01-05,10
84.0,Amina,,,FR,,2000,invalid-email,,50
358.0, Youssef ,28,Lille,FRA,,2000,,2023-01-05,70
376.0,Amina,24,Paris,France, Finance ,??,,not_a_date,10
,,24,,France,HR,,,,80
469.0,Mohamed,29,marseille,,,2000,invalid-email,Jan 5 2023,70
170.0, ali ,21,PARIS,FR,SALES,-100,invalid-email,Jan 5 2023,
483.0,,twenty, Lille ,France,,2000,contact@outlook.com,Jan 5 2023,60
59.0,,28,Paris,,,,invalid-email,2023-01-05,40
265.0,Amina,twenty,LILLE,,,999999,user@gmail.com,05/01/2023,50
110.0,,24,LILLE,,,2000,user@gmail.com,,100
111.0, SARA ,22,lyon,,IT,3000€,invalid-email,2023-01-05,40
112.0, Nadia ,21,,france,,-100,contact@outlook.com,not_a_date,N/A
139.0,,27,LILLE,france,,3000€,test@yahoo.com,2023/01/05,40
,Omar,,PARIS,France,Marketing,999999,invalid-email,Jan 5 2023,fifty
259.0,,20,lyon,, Marketing ,4k,,,80
116.0, Nadia ,28,LILLE,FR,it,3000€,,2023/01/05,80
477.0,,23,Lyon,,SALES,2500,invalid-email,2023-01-05,60
381.0, SARA ,twenty,marseille,FRA, HR ,,user@gmail.com,05/01/2023,90
, Lina ,??, paris ,FRA, Sales ,3000€,invalid-email,2023-01-05,N/A
73.0,,30,PARIS,France,,999999,contact@outlook.com,Jan 5 2023,100
354.0, ali ,21,Marseille,,,4000,contact@outlook.com,,N/A
454.0,,28, Paris ,, Sales ,2500,,,50
,Sara,26,paris,,Sales,,test@yahoo.com,,50
124.0, Ali ,25,Paris,FR, it ,3500,invalid-email,05/01/2023,40
271.0,Amina,30,PARIS,france,HR,2000,,,70
, Fatima ,27,,france,Finance,,,Jan 5 2023,80
, Ali ,twenty,LILLE,FR,,2200,user@gmail.com,2023/01/05,60
300.0,  ali  ,26,lyon,FRA,Marketing,2500,invalid-email,,80
129.0, Karim ,29,Marseille,,Marketing,-100,contact@outlook.com,2023-01-05,
202.0,Ali,29,,, IT ,4k,,2023/01/05,50
131.0,Amina,twenty, Marseille ,france,Finance,4k,contact@outlook.com,,fifty
, ali ,??,PARIS,,Sales,??,,2023-01-05,50
403.0, Ali ,29,Marseille,,HR,2000,contact@outlook.com,Jan 5 2023,N/A
134.0,Fatima,22,Lille,FR,,3000€,contact@outlook.com,,30
131.0,mohamed ,24,Marseille,France,,2000,test@yahoo.com,,40
,SARA,30, marseille ,,it,2000,invalid-email,2023-01-05,50
137.0,Nadia,25,,, Marketing ,4k,invalid-email,,
481.0, Sara ,30, Lyon ,FRA,IT,4k,,Jan 5 2023,100
, Sara ,30,LILLE,,Marketing,??,invalid-email,2023-01-05,30
140.0,Youssef,27,paris,France, Finance ,3000€,test@yahoo.com,2023/01/05,80
,SARA,,Lille,FRA,HR,4000,,2023-01-05,80
315.0,Youssef,20,Marseille,france,,,test@yahoo.com,,60
, Lina ,28,,FR,IT,4000,contact@outlook.com,05/01/2023,20
485.0, Sara ,30,Lyon,,IT,1800,contact@outlook.com,05/01/2023,30
,Fatima,21, Lille ,france,Finance,2500,contact@outlook.com,,30
,Ali,24,PARIS,france,,3000,test@yahoo.com,2023-01-05,
147.0,Mohamed,20, Marseille ,france,it,1800,test@yahoo.com,Jan 5 2023,10
,Karim,28, paris ,,Sales,,invalid-email,,60
,Sara,27,Lille,france, IT ,-100,,not_a_date,50
,Ali,20,LILLE,FRA,SALES,??,user@gmail.com,2023/01/05,N/A
465.0, Sara ,21, Marseille ,, HR ,2000,test@yahoo.com,Jan 5 2023,100
,Omar,, Marseille ,FRA,,3000,invalid-email,not_a_date,100
153.0, mohamed  ,,paris,,,-100,test@yahoo.com,2023/01/05,80
154.0,Karim,25,LILLE,FRA,SALES,-100,user@gmail.com,Jan 5 2023,70
, Youssef ,25, PARIS ,,,2000,user@gmail.com,,20
47.0, Sara ,,Marseille,france,,1800,,not_a_date,90
,Sara,26, Marseille ,, SALES ,-100,user@gmail.com,Jan 5 2023,100
159.0,Sara,29,Lille,france,HR,??,invalid-email,05/01/2023,20
,Lina,21,lyon,, Finance ,999999,invalid-email,,90
,Amina,30,,,IT,4k,,,N/A
161.0,Mohamed,24,lyon,FR,it,1800,test@yahoo.com,,30
,Karim,21,PARIS,,IT,2000,,not_a_date,40
192.0,Nadia,25,PARIS,FR,Marketing,-100,contact@outlook.com,,100
164.0,  ,20,PARIS,france, IT ,??,user@gmail.com,Jan 5 2023,80
338.0,Nadia,29,LILLE,FRA, Marketing ,2500,,2023-01-05,60
166.0,Youssef,30,,,,3000€,,Jan 5 2023,10
112.0,Amina,20,Paris,france,Marketing,2500,test@yahoo.com,,50
148.0,Sara,20,LILLE,,SALES,2200,test@yahoo.com,2023/01/05,90
169.0,Omar,28,,FR,Sales,4000,,2023-01-05,70
9.0,,21,Marseille,,SALES,4k,invalid-email,,
213.0,Sara,26, Paris ,FR,HR,999999,,2023/01/05,N/A
470.0,Sara,26,paris,france, SALES ,4k,invalid-email,not_a_date,20
202.0,SARA,25,Lyon,FR,HR,2000,,,20
, Fatima ,twenty, Marseille ,FR,HR,2500,user@gmail.com,05/01/2023,50
175.0,Amina,22,,France,HR,999999,,2023/01/05,80
,mohamed ,29,LILLE,,it,??,contact@outlook.com,05/01/2023,80
34.0,Nadia,30, lyon ,FR,IT,3500,,2023-01-05,50
236.0, Ali ,20,Marseille,FR, Sales ,??,user@gmail.com,not_a_date,100
259.0,Nadia,29,Lille,,IT,,,,40
,Nadia,28, PARIS ,France,,2000,contact@outlook.com,,20
,Mohamed,20,Lyon,,,,,not_a_date,100
81.0,Lina,24,marseille,FRA,it,??,,2023-01-05,fifty
,Lina,21,Marseille,France,,??,invalid-email,Jan 5 2023,50
,,29,PARIS,FR,Sales,4k,,05/01/2023,60
,SARA,30,marseille,france,Sales,3000,,2023/01/05,
405.0,,22,,,,2000,,,70
260.0,Ali,25,lyon,france,Finance,3500,invalid-email,05/01/2023,40
188.0, Sara ,24,paris,,,-100,,2023-01-05,
, Mohamed ,29,marseille,france,HR,2200,,,100
190.0,SARA,27,Paris,FRA, it ,??,,05/01/2023,80
312.0,mohamed ,,LILLE,france,,2500,contact@outlook.com,,fifty
192.0,Lina,30,,FRA,,999999,contact@outlook.com,,70
,Karim,22,Lyon,,HR,3000,user@gmail.com,,80
447.0, Omar ,21,Lille,France,Marketing,2000,test@yahoo.com,Jan 5 2023,80
,Mohamed,??, marseille ,France,Finance,,contact@outlook.com,2023-01-05,70
27.0,Omar,25, Lyon ,FRA,Sales,3500,test@yahoo.com,2023-01-05,60
197.0,,,,FR,HR,2200,user@gmail.com,Jan 5 2023,80
198.0,mohamed ,,LILLE,FRA, IT ,2000,user@gmail.com,Jan 5 2023,40
199.0,Omar,,  ,,SALES,2000,contact@outlook.com,05/01/2023,50
200.0,Fatima,26,,,,2000,user@gmail.com,,80
,Ali,30,Lille,,Finance,-100,test@yahoo.com,Jan 5 2023,70
,Lina,23,,FRA,HR,??,,2023-01-05,90
499.0,Sara,28,Lille,,,3000€,user@gmail.com,2023/01/05,80
,Karim,25, lyon ,,IT,3500,user@gmail.com,Jan 5 2023,40
, ali ,21,  ,,it,2200,user@gmail.com,Jan 5 2023,90
,Mohamed,??,,FRA,,??,test@yahoo.com,,30
,mohamed ,27, Paris ,FR,Finance,1800,test@yahoo.com,2023-01-05,60
477.0,Omar,26, Lille ,FRA,Marketing,1800,,05/01/2023,50
209.0,,30,Marseille,FR, Sales ,999999,contact@outlook.com,2023/01/05,70
380.0,,26,Marseille,france,,-100,invalid-email,Jan 5 2023,fifty
265.0,mohamed ,21,marseille,France,SALES,4k,test@yahoo.com,not_a_date,50
212.0,Sara,25,,FR,Marketing,,,,70
,Nadia,25,LILLE,France,it,4k,invalid-email,Jan 5 2023,
214.0,Sara,30,,FRA,it,3000€,,,30
215.0,Mohamed,??,,,,1800,test@yahoo.com,2023-01-05,40
,Lina,25,marseille,,IT,4k,test@yahoo.com,,80
485.0,Lina,27,paris,, HR ,3000€,contact@outlook.com,2023/01/05,60
332.0,Fatima,21,Paris,,HR,,,2023/01/05,90
60.0,mohamed ,24, LILLE ,france, Marketing ,-100,invalid-email,05/01/2023,20
220.0, Nadia ,22,LILLE,France,it,??,contact@outlook.com,,20
,Youssef,24,PARIS,,HR,999999,contact@outlook.com,not_a_date,40
222.0,mohamed ,22,Lyon,FRA,IT,3500,,not_a_date,60
,Mohamed,29,paris,France,Marketing,4000,,,80
269.0,mohamed ,26,,France,HR,3500,,2023-01-05,80
, Omar ,25,PARIS,, HR ,999999,test@yahoo.com,2023/01/05,90
226.0,,21,Lille,france,Marketing,2200,test@yahoo.com,Jan 5 2023,N/A
115.0, Omar ,24,paris,FR,Finance,??,,Jan 5 2023,30
320.0, Amina ,28,paris,,HR,4k,,05/01/2023,30
,SARA,29,Marseille,,IT,1800,user@gmail.com,2023-01-05,
, Youssef ,30,Lyon,,SALES,4k,,2023-01-05,80
,Omar,24,,FR,,2500,,2023/01/05,50
232.0,SARA,20,PARIS,FRA, SALES ,,invalid-email,05/01/2023,60
233.0,Lina,??,Marseille,,it,4000,test@yahoo.com,,60
,Sara,25,Lyon,FRA,Sales,3000,invalid-email,05/01/2023,30
235.0, Youssef ,26,,FRA,Finance,2200,contact@outlook.com,not_a_date,N/A
236.0,mohamed ,22, LILLE ,,,,contact@outlook.com,2023/01/05,10
46.0, Omar ,27,Lyon,france, it ,1800,user@gmail.com,Jan 5 2023,80
, ali ,27, lyon ,,IT,2000,invalid-email,05/01/2023,50
372.0, mohamed  ,26,Marseille,France,SALES,1800,,not_a_date,40
,Youssef,21,marseille,,,999999,,Jan 5 2023,100
,Sara,22,paris,FRA,it,999999,contact@outlook.com,not_a_date,60
242.0,Fatima,29,Lille,FRA,,1800,user@gmail.com,2023-01-05,30
365.0,mohamed ,27, Lille ,FRA,HR,4k,,05/01/2023,60
,Lina,22,marseille,,Marketing,4k,contact@outlook.com,not_a_date,90
272.0,SARA,29,lyon,FRA,IT,3500,contact@outlook.com,,20
, Youssef ,twenty,,France,,3000,,,fifty
,Fatima,,Paris,,,2200,,,N/A
317.0,Mohamed,??,,france,IT,4k,,2023-01-05,40
9.0,Lina,26,PARIS,FRA,Finance,4000,,,100
471.0,,??, Paris ,,HR,3000€,test@yahoo.com,not_a_date,60
339.0,Omar,26,Marseille,france,,3000€,contact@outlook.com,not_a_date,60
,  ali  ,30,lyon,,,2500,test@yahoo.com,Jan 5 2023,90
253.0,Youssef,twenty, lyon ,,Finance,-100,,2023/01/05,60
245.0,Omar,twenty,lyon,FR,Sales,4k,,not_a_date,70
458.0,,25,PARIS,FR,IT,3000,,2023-01-05,60
473.0, ali ,24,LILLE,france,Finance,3000€,contact@outlook.com,not_a_date,N/A
257.0,Sara,29,,france,Finance,1800,,not_a_date,40
258.0, Ali ,21,marseille,FR,,2000,,,30
,,22,marseille,,,,,05/01/2023,fifty
493.0,Lina,24,,France,Sales,??,,05/01/2023,90
,,20,PARIS,FRA,HR,1800,invalid-email,,80
,,24, Paris ,France,Marketing,4k,,2023-01-05,60
145.0, ali ,28, Lille ,FRA,HR,3000€,invalid-email,Jan 5 2023,40
264.0,Lina,22,LILLE,,Marketing,-100,test@yahoo.com,2023-01-05,N/A
172.0,Amina,30,Lyon,france,SALES,4000,,Jan 5 2023,20
,Sara,22,PARIS,FRA,it,2500,user@gmail.com,Jan 5 2023,70
120.0, mohamed  ,24,Marseille,FR,IT,3000,,Jan 5 2023,N/A
268.0, ali ,21,LILLE,FR,HR,4000,,not_a_date,N/A
394.0,SARA,21,,FR,it,4k,test@yahoo.com,05/01/2023,30
270.0,Nadia,,,FR, SALES ,-100,,2023/01/05,fifty
,,23,Lyon,,Sales,3000€,invalid-email,not_a_date,N/A
272.0,,29,paris,France,,3000€,test@yahoo.com,not_a_date,90
273.0,Lina,??,Lille,FRA, Sales ,??,test@yahoo.com,,100
274.0,,28,LILLE,France,,2200,,2023/01/05,80
275.0,Omar,27,,FR,IT,4000,contact@outlook.com,,10
276.0,Amina,21,Paris,FRA,it,-100,user@gmail.com,not_a_date,10
277.0,,27,Paris,FR, SALES ,2200,test@yahoo.com,,
, ali ,26,Marseille,FRA,,4000,invalid-email,2023-01-05,
,,28,PARIS,,it,2000,test@yahoo.com,not_a_date,70
280.0,SARA,23,Paris,France,Marketing,,,,90
, Karim ,??,Lyon,france,,3500,test@yahoo.com,Jan 5 2023,40
,mohamed ,21,Paris,,SALES,4k,user@gmail.com,05/01/2023,40
283.0,Amina,20,LILLE,, IT ,2500,,2023-01-05,70
284.0,Omar,23,Paris,france,,3000,test@yahoo.com,,N/A
294.0,Amina,29,,FR,Finance,3000,test@yahoo.com,,90
113.0, Youssef ,24,Paris,,HR,??,,2023/01/05,90
287.0,Lina,30,,FRA,,3500,,2023/01/05,70
76.0,Karim,22,Lille,FRA,Finance,2500,contact@outlook.com,,N/A
73.0,,20,Lille,FRA,SALES,3000€,,05/01/2023,70
124.0, Fatima ,25,,France,,3500,user@gmail.com,not_a_date,N/A
291.0, Ali ,24,marseille,,IT,2000,test@yahoo.com,,fifty
, ali ,28,Lyon,FRA,Finance,3500,contact@outlook.com,2023-01-05,40
293.0,SARA,21,LILLE,france,Finance,4000,test@yahoo.com,not_a_date,60
397.0,Karim,27,Lille,, it ,3000,contact@outlook.com,Jan 5 2023,90
451.0,Nadia,21,LILLE,FR,Finance,3500,contact@outlook.com,2023/01/05,10
296.0,SARA,22,Paris,FR,,4k,,,70
297.0,Fatima,25,Lyon,FRA,Finance,,,,
172.0,mohamed ,??,LILLE,,,,test@yahoo.com,,fifty
299.0, Mohamed ,,Lille,FRA,HR,3000€,,2023-01-05,90
300.0,,30,Paris,France,SALES,2200,,05/01/2023,20
301.0,Ali,23,Lille,FRA,it,1800,,,
,,27,,FRA,IT,1800,,not_a_date,70
303.0,Omar,,lyon,,Marketing,1800,,,N/A
345.0,mohamed ,22,paris,France,,2200,test@yahoo.com,05/01/2023,100
269.0,,25,lyon,FRA, Sales ,3500,invalid-email,2023/01/05,100
,Fatima,24,,France,IT,2000,invalid-email,2023/01/05,70
282.0, Ali ,30, Paris ,,HR,2000,invalid-email,,70
330.0, Amina ,??, paris ,,IT,2500,test@yahoo.com,,N/A
, Nadia ,24,Paris,France, Marketing ,3000€,,,10
91.0,Ali,23,,france,SALES,2000,contact@outlook.com,05/01/2023,100
,,??,marseille,,  ,3500,invalid-email,,N/A
,SARA,21,Lille,, it ,1800,user@gmail.com,2023/01/05,40
313.0,Lina,29,,,SALES,999999,contact@outlook.com,2023-01-05,
139.0,Nadia,23,Marseille,,SALES,4000,test@yahoo.com,,100
338.0,Sara,twenty,,FR,Finance,-100,user@gmail.com,2023-01-05,50
78.0,SARA,twenty,,france,SALES,3500,contact@outlook.com,2023-01-05,20
2.0,Nadia,25,lyon,France,HR,2000,test@yahoo.com,2023/01/05,80
,Omar,26,paris,France,Sales,3500,,2023-01-05,100
306.0,,26,Paris,FR,SALES,4000,user@gmail.com,,90
320.0,Amina,28,PARIS,,SALES,2200,test@yahoo.com,Jan 5 2023,50
137.0,Mohamed,21,PARIS,FRA,Marketing,4000,contact@outlook.com,2023/01/05,fifty
39.0,Youssef,23,,FRA,Finance,,user@gmail.com,05/01/2023,50
3.0,Lina,??,  ,FRA,it,,contact@outlook.com,2023/01/05,
,Mohamed,24,Marseille,,Finance,,contact@outlook.com,05/01/2023,70
495.0,Youssef,,,FRA,Finance,3500,invalid-email,Jan 5 2023,fifty
201.0,Sara,29, Lyon ,,,2200,,,90
,Nadia,,Lyon,FRA, Marketing ,-100,user@gmail.com,,fifty
407.0,  ali  ,27, PARIS ,,Marketing,2500,contact@outlook.com,,30
366.0,mohamed ,26,paris,FRA,,4k,invalid-email,not_a_date,90
, Karim ,28, Paris ,FR,,4k,,2023-01-05,20
331.0, ali ,30,Marseille,france,IT,4k,,,
204.0,mohamed ,26,paris,France,Sales,3000,test@yahoo.com,not_a_date,N/A
,Amina,,,france,,3500,invalid-email,2023/01/05,fifty
,SARA,28, PARIS ,FR,IT,,user@gmail.com,Jan 5 2023,70
335.0,Sara,??,PARIS,FR,Marketing,3500,invalid-email,,40
266.0,Lina,27,paris,FRA,,3500,user@gmail.com,Jan 5 2023,10
,Sara,20,Marseille,,Sales,??,test@yahoo.com,,40
338.0,Omar,22,Marseille,,SALES,,test@yahoo.com,,70
339.0,Mohamed,30,,FRA,SALES,1800,,not_a_date,40
,Karim,26,Paris,,Finance,2500,contact@outlook.com,,N/A
341.0,Amina,21, Lille ,france,it,3500,test@yahoo.com,2023/01/05,20
,,27,Lille,,it,4k,invalid-email,not_a_date,70
343.0,Lina,25, LILLE ,, HR ,??,,,50
,Amina,21,,france,it,2000,test@yahoo.com,Jan 5 2023,20
93.0, SARA ,22,Lille,FRA,SALES,4k,test@yahoo.com,not_a_date,70
346.0,Nadia,30,Lille,, HR ,3000€,test@yahoo.com,2023/01/05,50
347.0,Lina,??,LILLE,,IT,3500,user@gmail.com,2023/01/05,30
99.0,Omar,28,,FRA,SALES,??,invalid-email,2023/01/05,N/A
430.0,Nadia,22,paris,, IT ,999999,test@yahoo.com,Jan 5 2023,10
350.0, Omar ,24,PARIS,FRA,,3000€,,2023-01-05,100
58.0,mohamed ,28,Marseille,,IT,999999,,2023/01/05,90
111.0, Sara ,,,france,Marketing,1800,invalid-email,Jan 5 2023,60
353.0,Nadia,??,paris,france,Finance,999999,,not_a_date,N/A
,Amina,30,marseille,france,HR,999999,test@yahoo.com,,40
355.0, Amina ,25, Lille ,FR,,2200,contact@outlook.com,,50
,Youssef,??, Lille ,,Sales,2200,invalid-email,2023-01-05,50
,Mohamed,,PARIS,france, HR ,-100,contact@outlook.com,,40
, Karim ,27,PARIS,,Marketing,??,invalid-email,2023/01/05,80
,mohamed ,twenty,paris,FRA,  ,-100,contact@outlook.com,,60
232.0,Lina,29,Paris,, Sales ,-100,invalid-email,,
357.0,,21,Lille,FRA, Finance ,4000,test@yahoo.com,2023/01/05,50
165.0, Lina ,28,,france,,999999,contact@outlook.com,,fifty
363.0,Sara,30, LILLE ,France,Sales,2200,invalid-email,2023/01/05,10
490.0,Fatima,,PARIS,,Marketing,2200,contact@outlook.com,2023-01-05,
184.0,Sara,25,,,HR,1800,invalid-email,,50
,mohamed ,23,marseille,, Sales ,-100,user@gmail.com,2023-01-05,40
367.0,Mohamed,29,Lyon,,,1800,user@gmail.com,,60
368.0,,26,PARIS,FRA,Sales,2500,invalid-email,2023-01-05,N/A
369.0,Sara,25,Marseille,FR,HR,4000,test@yahoo.com,,
370.0, Omar ,29,Paris,,HR,,contact@outlook.com,,40
,Mohamed,26,,,,2500,user@gmail.com,2023-01-05,30
372.0,Amina,,marseille,FR,SALES,3500,test@yahoo.com,05/01/2023,50
373.0,Fatima,28,,,Marketing,999999,,2023-01-05,
448.0,Fatima,28,,,Finance,-100,invalid-email,Jan 5 2023,
375.0,Nadia,26,paris,france,,??,,2023-01-05,90
376.0,Lina,25,PARIS,FRA, SALES ,3500,,,30
390.0, mohamed  ,21,Paris,, Sales ,1800,contact@outlook.com,05/01/2023,10
378.0,mohamed ,26,Lille,FR,  ,999999,invalid-email,2023/01/05,N/A
379.0,  ali  ,28,Lille,,HR,3000,user@gmail.com,Jan 5 2023,20
380.0,mohamed ,22, Lille ,FR,SALES,4k,,,
,Sara,24,marseille,,Finance,1800,test@yahoo.com,2023-01-05,70
59.0, Amina ,29,Paris,FR,HR,2000,user@gmail.com,,30
383.0,Mohamed,27,Marseille,,,999999,,Jan 5 2023,30
384.0,SARA,twenty,lyon,, Sales ,999999,user@gmail.com,Jan 5 2023,fifty
219.0,Omar,21,lyon,,Sales,,invalid-email,not_a_date,60
28.0,,29, PARIS ,FR,HR,3000,user@gmail.com,not_a_date,
387.0,Fatima,,Lille,France,IT,1800,test@yahoo.com,2023-01-05,80
186.0,  ,22, PARIS ,France,,999999,,,
389.0,Lina,23,marseille,,it,3000,user@gmail.com,not_a_date,60
,  ali  ,20, PARIS ,france,,1800,invalid-email,2023-01-05,80
443.0,mohamed ,??,lyon,FR,Sales,3000€,invalid-email,2023-01-05,60
102.0,Amina,twenty, lyon ,,Finance,,contact@outlook.com,not_a_date,80
393.0,SARA,28,Lyon,france, IT ,4000,user@gmail.com,05/01/2023,90
,,, Paris ,FR,IT,999999,,2023/01/05,N/A
372.0,Sara,23,Lille,france,SALES,,user@gmail.com,05/01/2023,N/A
396.0, Ali ,23,Lille,FRA,it,,,2023-01-05,100
,Mohamed,30, marseille ,France,IT,4000,,05/01/2023,40
149.0,,25,marseille,,it,3500,invalid-email,Jan 5 2023,40
