id,name,age,city,country,department,salary,email,join_date,score
110.0,,24.0,LILLE,,,2000.0,user@gmail.com,,100.0
111.0, SARA ,22.0,lyon,,IT,3000.0,invalid-email,2023-01-05,40.0
112.0, Nadia ,21.0,,france,,-100.0,contact@outlook.com,,50.0
139.0,,27.0,LILLE,france,,3000.0,test@yahoo.com,,40.0
,Omar,25.0,PARIS,France,Marketing,999999.0,invalid-email,,50.0
259.0,,20.0,lyon,, Marketing ,2500.0,,,80.0
116.0, Nadia ,28.0,LILLE,FR,it,3000.0,,,80.0
477.0,,23.0,Lyon,,SALES,2500.0,invalid-email,2023-01-05,60.0
381.0, SARA ,25.0,marseille,FRA, HR ,2500.0,user@gmail.com,,90.0
, Lina ,25.0, paris ,FRA, Sales ,3000.0,invalid-email,2023-01-05,50.0
73.0,,30.0,PARIS,France,,999999.0,contact@outlook.com,,100.0
354.0, ali ,21.0,Marseille,,,4000.0,contact@outlook.com,,50.0
454.0,,28.0, Paris ,, Sales ,2500.0,,,50.0
,Sara,26.0,paris,,Sales,2500.0,test@yahoo.com,,50.0
124.0, Ali ,25.0,Paris,FR, it ,3500.0,invalid-email,,40.0
271.0,Amina,30.0,PARIS,france,HR,2000.0,,,70.0
, Fatima ,27.0,,france,Finance,2500.0,,,80.0
, Ali ,25.0,LILLE,FR,,2200.0,user@gmail.com,,60.0
300.0,  ali  ,26.0,lyon,FRA,Marketing,2500.0,invalid-email,,80.0
129.0, Karim ,29.0,Marseille,,Marketing,-100.0,contact@outlook.com,2023-01-05,50.0
202.0,Ali,29.0,,, IT ,2500.0,,,50.0
131.0,Amina,25.0, Marseille ,france,Finance,2500.0,contact@outlook.com,,50.0
, ali ,25.0,PARIS,,Sales,2500.0,,2023-01-05,50.0
403.0, Ali ,29.0,Marseille,,HR,2000.0,contact@outlook.com,,50.0
134.0,Fatima,22.0,Lille,FR,,3000.0,contact@outlook.com,,30.0
131.0,mohamed ,24.0,Marseille,France,,2000.0,test@yahoo.com,,40.0
,SARA,30.0, marseille ,,it,2000.0,invalid-email,2023-01-05,50.0
137.0,Nadia,25.0,,, Marketing ,2500.0,invalid-email,,50.0
481.0, Sara ,30.0, Lyon ,FRA,IT,2500.0,,,100.0
, Sara ,30.0,LILLE,,Marketing,2500.0,invalid-email,2023-01-05,30.0
140.0,Youssef,27.0,paris,France, Finance ,3000.0,test@yahoo.com,,80.0
,SARA,25.0,Lille,FRA,HR,4000.0,,2023-01-05,80.0
315.0,Youssef,20.0,Marseille,france,,2500.0,test@yahoo.com,,60.0
, Lina ,28.0,,FR,IT,4000.0,contact@outlook.com,,20.0
485.0, Sara ,30.0,Lyon,,IT,1800.0,contact@outlook.com,,30.0
,Fatima,21.0, Lille ,france,Finance,2500.0,contact@outlook.com,,30.0
,Ali,24.0,PARIS,france,,3000.0,test@yahoo.com,2023-01-05,50.0
147.0,Mohamed,20.0, Marseille ,france,it,1800.0,test@yahoo.com,,10.0
,Karim,28.0, paris ,,Sales,2500.0,invalid-email,,60.0
,Sara,27.0,Lille,france, IT ,-100.0,,,50.0
,Ali,20.0,LILLE,FRA,SALES,2500.0,user@gmail.com,,50.0
465.0, Sara ,21.0, Marseille ,, HR ,2000.0,test@yahoo.com,,100.0
,Omar,25.0, Marseille ,FRA,,3000.0,invalid-email,,100.0
153.0, mohamed  ,25.0,paris,,,-100.0,test@yahoo.com,,80.0
154.0,Karim,25.0,LILLE,FRA,SALES,-100.0,user@gmail.com,,70.0
, Youssef ,25.0, PARIS ,,,2000.0,user@gmail.com,,20.0
47.0, Sara ,25.0,Marseille,france,,1800.0,,,90.0
,Sara,26.0, Marseille ,, SALES ,-100.0,user@gmail.com,,100.0
159.0,Sara,29.0,Lille,france,HR,2500.0,invalid-email,,20.0
,Lina,21.0,lyon,, Finance ,999999.0,invalid-email,,90.0
,Amina,30.0,,,IT,2500.0,,,50.0
161.0,Mohamed,24.0,lyon,FR,it,1800.0,test@yahoo.com,,30.0
,Karim,21.0,PARIS,,IT,2000.0,,,40.0
192.0,Nadia,25.0,PARIS,FR,Marketing,-100.0,contact@outlook.com,,100.0
164.0,  ,20.0,PARIS,france, IT ,2500.0,user@gmail.com,,80.0
338.0,Nadia,29.0,LILLE,FRA, Marketing ,2500.0,,2023-01-05,60.0
166.0,Youssef,30.0,,,,3000.0,,,10.0
112.0,Amina,20.0,Paris,france,Marketing,2500.0,test@yahoo.com,,50.0
148.0,Sara,20.0,LILLE,,SALES,2200.0,test@yahoo.com,,90.0
169.0,Omar,28.0,,FR,Sales,4000.0,,2023-01-05,70.0
9.0,,21.0,Marseille,,SALES,2500.0,invalid-email,,50.0
213.0,Sara,26.0, Paris ,FR,HR,999999.0,,,50.0
470.0,Sara,26.0,paris,france, SALES ,2500.0,invalid-email,,20.0
202.0,SARA,25.0,Lyon,FR,HR,2000.0,,,20.0
, Fatima ,25.0, Marseille ,FR,HR,2500.0,user@gmail.com,,50.0
175.0,Amina,22.0,,France,HR,999999.0,,,80.0
,mohamed ,29.0,LILLE,,it,2500.0,contact@outlook.com,,80.0
34.0,Nadia,30.0, lyon ,FR,IT,3500.0,,2023-01-05,50.0
236.0, Ali ,20.0,Marseille,FR, Sales ,2500.0,user@gmail.com,,100.0
259.0,Nadia,29.0,Lille,,IT,2500.0,,,40.0
,Nadia,28.0, PARIS ,France,,2000.0,contact@outlook.com,,20.0
,Mohamed,20.0,Lyon,,,2500.0,,,100.0
81.0,Lina,24.0,marseille,FRA,it,2500.0,,2023-01-05,50.0
,Lina,21.0,Marseille,France,,2500.0,invalid-email,,50.0
,,29.0,PARIS,FR,Sales,2500.0,,,60.0
,SARA,30.0,marseille,france,Sales,3000.0,,,50.0
405.0,,22.0,,,,2000.0,,,70.0
260.0,Ali,25.0,lyon,france,Finance,3500.0,invalid-email,,40.0
188.0, Sara ,24.0,paris,,,-100.0,,2023-01-05,50.0
, Mohamed ,29.0,marseille,france,HR,2200.0,,,100.0
190.0,SARA,27.0,Paris,FRA, it ,2500.0,,,80.0
312.0,mohamed ,25.0,LILLE,france,,2500.0,contact@outlook.com,,50.0
192.0,Lina,30.0,,FRA,,999999.0,contact@outlook.com,,70.0
,Karim,22.0,Lyon,,HR,3000.0,user@gmail.com,,80.0
447.0, Omar ,21.0,Lille,France,Marketing,2000.0,test@yahoo.com,,80.0
,Mohamed,25.0, marseille ,France,Finance,2500.0,contact@outlook.com,2023-01-05,70.0
27.0,Omar,25.0, Lyon ,FRA,Sales,3500.0,test@yahoo.com,2023-01-05,60.0
197.0,,25.0,,FR,HR,2200.0,user@gmail.com,,80.0
198.0,mohamed ,25.0,LILLE,FRA, IT ,2000.0,user@gmail.com,,40.0
199.0,Omar,25.0,  ,,SALES,2000.0,contact@outlook.com,,50.0
200.0,Fatima,26.0,,,,2000.0,user@gmail.com,,80.0
,Ali,30.0,Lille,,Finance,-100.0,test@yahoo.com,,70.0
,Lina,23.0,,FRA,HR,2500.0,,2023-01-05,90.0
499.0,Sara,28.0,Lille,,,3000.0,user@gmail.com,,80.0
,Karim,25.0, lyon ,,IT,3500.0,user@gmail.com,,40.0
, ali ,21.0,  ,,it,2200.0,user@gmail.com,,90.0
,Mohamed,25.0,,FRA,,2500.0,test@yahoo.com,,30.0
,mohamed ,27.0, Paris ,FR,Finance,1800.0,test@yahoo.com,2023-01-05,60.0
477.0,Omar,26.0, Lille ,FRA,Marketing,1800.0,,,50.0
209.0,,30.0,Marseille,FR, Sales ,999999.0,contact@outlook.com,,70.0
380.0,,26.0,Marseille,france,,-100.0,invalid-email,,50.0
265.0,mohamed ,21.0,marseille,France,SALES,2500.0,test@yahoo.com,,50.0
212.0,Sara,25.0,,FR,Marketing,2500.0,,,70.0
,Nadia,25.0,LILLE,France,it,2500.0,invalid-email,,50.0
214.0,Sara,30.0,,FRA,it,3000.0,,,30.0
215.0,Mohamed,25.0,,,,1800.0,test@yahoo.com,2023-01-05,40.0
,Lina,25.0,marseille,,IT,2500.0,test@yahoo.com,,80.0
485.0,Lina,27.0,paris,, HR ,3000.0,contact@outlook.com,,60.0
332.0,Fatima,21.0,Paris,,HR,2500.0,,,90.0
60.0,mohamed ,24.0, LILLE ,france, Marketing ,-100.0,invalid-email,,20.0
220.0, Nadia ,22.0,LILLE,France,it,2500.0,contact@outlook.com,,20.0
,Youssef,24.0,PARIS,,HR,999999.0,contact@outlook.com,,40.0
222.0,mohamed ,22.0,Lyon,FRA,IT,3500.0,,,60.0
,Mohamed,29.0,paris,France,Marketing,4000.0,,,80.0
269.0,mohamed ,26.0,,France,HR,3500.0,,2023-01-05,80.0
, Omar ,25.0,PARIS,, HR ,999999.0,test@yahoo.com,,90.0
226.0,,21.0,Lille,france,Marketing,2200.0,test@yahoo.com,,50.0
115.0, Omar ,24.0,paris,FR,Finance,2500.0,,,30.0
320.0, Amina ,28.0,paris,,HR,2500.0,,,30.0
,SARA,29.0,Marseille,,IT,1800.0,user@gmail.com,2023-01-05,50.0
, Youssef ,30.0,Lyon,,SALES,2500.0,,2023-01-05,80.0
,Omar,24.0,,FR,,2500.0,,,50.0
232.0,SARA,20.0,PARIS,FRA, SALES ,2500.0,invalid-email,,60.0
233.0,Lina,25.0,Marseille,,it,4000.0,test@yahoo.com,,60.0
,Sara,25.0,Lyon,FRA,Sales,3000.0,invalid-email,,30.0
235.0, Youssef ,26.0,,FRA,Finance,2200.0,contact@outlook.com,,50.0
236.0,mohamed ,22.0, LILLE ,,,2500.0,contact@outlook.com,,10.0
46.0, Omar ,27.0,Lyon,france, it ,1800.0,user@gmail.com,,80.0
, ali ,27.0, lyon ,,IT,2000.0,invalid-email,,50.0
372.0, mohamed  ,26.0,Marseille,France,SALES,1800.0,,,40.0
,Youssef,21.0,marseille,,,999999.0,,,100.0
,Sara,22.0,paris,FRA,it,999999.0,contact@outlook.com,,60.0
242.0,Fatima,29.0,Lille,FRA,,1800.0,user@gmail.com,2023-01-05,30.0
365.0,mohamed ,27.0, Lille ,FRA,HR,2500.0,,,60.0
,Lina,22.0,marseille,,Marketing,2500.0,contact@outlook.com,,90.0
272.0,SARA,29.0,lyon,FRA,IT,3500.0,contact@outlook.com,,20.0
, Youssef ,25.0,,France,,3000.0,,,50.0
,Fatima,25.0,Paris,,,2200.0,,,50.0
317.0,Mohamed,25.0,,france,IT,2500.0,,2023-01-05,40.0
9.0,Lina,26.0,PARIS,FRA,Finance,4000.0,,,100.0
471.0,,25.0, Paris ,,HR,3000.0,test@yahoo.com,,60.0
339.0,Omar,26.0,Marseille,france,,3000.0,contact@outlook.com,,60.0
,  ali  ,30.0,lyon,,,2500.0,test@yahoo.com,,90.0
253.0,Youssef,25.0, lyon ,,Finance,-100.0,,,60.0
245.0,Omar,25.0,lyon,FR,Sales,2500.0,,,70.0
458.0,,25.0,PARIS,FR,IT,3000.0,,2023-01-05,60.0
473.0, ali ,24.0,LILLE,france,Finance,3000.0,contact@outlook.com,,50.0
257.0,Sara,29.0,,france,Finance,1800.0,,,40.0
258.0, Ali ,21.0,marseille,FR,,2000.0,,,30.0
,,22.0,marseille,,,2500.0,,,50.0
493.0,Lina,24.0,,France,Sales,2500.0,,,90.0
,,20.0,PARIS,FRA,HR,1800.0,invalid-email,,80.0
,,24.0, Paris ,France,Marketing,2500.0,,2023-01-05,60.0
145.0, ali ,28.0, Lille ,FRA,HR,3000.0,invalid-email,,40.0
264.0,Lina,22.0,LILLE,,Marketing,-100.0,test@yahoo.com,2023-01-05,50.0
172.0,Amina,30.0,Lyon,france,SALES,4000.0,,,20.0
,Sara,22.0,PARIS,FRA,it,2500.0,user@gmail.com,,70.0
120.0, mohamed  ,24.0,Marseille,FR,IT,3000.0,,,50.0
268.0, ali ,21.0,LILLE,FR,HR,4000.0,,,50.0
394.0,SARA,21.0,,FR,it,2500.0,test@yahoo.com,,30.0
270.0,Nadia,25.0,,FR, SALES ,-100.0,,,50.0
,,23.0,Lyon,,Sales,3000.0,invalid-email,,50.0
272.0,,29.0,paris,France,,3000.0,test@yahoo.com,,90.0
273.0,Lina,25.0,Lille,FRA, Sales ,2500.0,test@yahoo.com,,100.0
274.0,,28.0,LILLE,France,,2200.0,,,80.0
275.0,Omar,27.0,,FR,IT,4000.0,contact@outlook.com,,10.0
276.0,Amina,21.0,Paris,FRA,it,-100.0,user@gmail.com,,10.0
277.0,,27.0,Paris,FR, SALES ,2200.0,test@yahoo.com,,50.0
, ali ,26.0,Marseille,FRA,,4000.0,invalid-email,2023-01-05,50.0
,,28.0,PARIS,,it,2000.0,test@yahoo.com,,70.0
280.0,SARA,23.0,Paris,France,Marketing,2500.0,,,90.0
, Karim ,25.0,Lyon,france,,3500.0,test@yahoo.com,,40.0
,mohamed ,21.0,Paris,,SALES,2500.0,user@gmail.com,,40.0
283.0,Amina,20.0,LILLE,, IT ,2500.0,,2023-01-05,70.0
284.0,Omar,23.0,Paris,france,,3000.0,test@yahoo.com,,50.0
294.0,Amina,29.0,,FR,Finance,3000.0,test@yahoo.com,,90.0
113.0, Youssef ,24.0,Paris,,HR,2500.0,,,90.0
287.0,Lina,30.0,,FRA,,3500.0,,,70.0
76.0,Karim,22.0,Lille,FRA,Finance,2500.0,contact@outlook.com,,50.0
73.0,,20.0,Lille,FRA,SALES,3000.0,,,70.0
124.0, Fatima ,25.0,,France,,3500.0,user@gmail.com,,50.0
291.0, Ali ,24.0,marseille,,IT,2000.0,test@yahoo.com,,50.0
, ali ,28.0,Lyon,FRA,Finance,3500.0,contact@outlook.com,2023-01-05,40.0
293.0,SARA,21.0,LILLE,france,Finance,4000.0,test@yahoo.com,,60.0
397.0,Karim,27.0,Lille,, it ,3000.0,contact@outlook.com,,90.0
451.0,Nadia,21.0,LILLE,FR,Finance,3500.0,contact@outlook.com,,10.0
296.0,SARA,22.0,Paris,FR,,2500.0,,,70.0
297.0,Fatima,25.0,Lyon,FRA,Finance,2500.0,,,50.0
172.0,mohamed ,25.0,LILLE,,,2500.0,test@yahoo.com,,50.0
299.0, Mohamed ,25.0,Lille,FRA,HR,3000.0,,2023-01-05,90.0
300.0,,30.0,Paris,France,SALES,2200.0,,,20.0
301.0,Ali,23.0,Lille,FRA,it,1800.0,,,50.0
,,27.0,,FRA,IT,1800.0,,,70.0
303.0,Omar,25.0,lyon,,Marketing,1800.0,,,50.0
345.0,mohamed ,22.0,paris,France,,2200.0,test@yahoo.com,,100.0
269.0,,25.0,lyon,FRA, Sales ,3500.0,invalid-email,,100.0
,Fatima,24.0,,France,IT,2000.0,invalid-email,,70.0
282.0, Ali ,30.0, Paris ,,HR,2000.0,invalid-email,,70.0
330.0, Amina ,25.0, paris ,,IT,2500.0,test@yahoo.com,,50.0
, Nadia ,24.0,Paris,France, Marketing ,3000.0,,,10.0
91.0,Ali,23.0,,france,SALES,2000.0,contact@outlook.com,,100.0
,,25.0,marseille,,  ,3500.0,invalid-email,,50.0
,SARA,21.0,Lille,, it ,1800.0,user@gmail.com,,40.0
313.0,Lina,29.0,,,SALES,999999.0,contact@outlook.com,2023-01-05,50.0
139.0,Nadia,23.0,Marseille,,SALES,4000.0,test@yahoo.com,,100.0
338.0,Sara,25.0,,FR,Finance,-100.0,user@gmail.com,2023-01-05,50.0
78.0,SARA,25.0,,france,SALES,3500.0,contact@outlook.com,2023-01-05,20.0
2.0,Nadia,25.0,lyon,France,HR,2000.0,test@yahoo.com,,80.0
,Omar,26.0,paris,France,Sales,3500.0,,2023-01-05,100.0
306.0,,26.0,Paris,FR,SALES,4000.0,user@gmail.com,,90.0
320.0,Amina,28.0,PARIS,,SALES,2200.0,test@yahoo.com,,50.0
137.0,Mohamed,21.0,PARIS,FRA,Marketing,4000.0,contact@outlook.com,,50.0
39.0,Youssef,23.0,,FRA,Finance,2500.0,user@gmail.com,,50.0
3.0,Lina,25.0,  ,FRA,it,2500.0,contact@outlook.com,,50.0
,Mohamed,24.0,Marseille,,Finance,2500.0,contact@outlook.com,,70.0
495.0,Youssef,25.0,,FRA,Finance,3500.0,invalid-email,,50.0
201.0,Sara,29.0, Lyon ,,,2200.0,,,90.0
,Nadia,25.0,Lyon,FRA, Marketing ,-100.0,user@gmail.com,,50.0
407.0,  ali  ,27.0, PARIS ,,Marketing,2500.0,contact@outlook.com,,30.0
366.0,mohamed ,26.0,paris,FRA,,2500.0,invalid-email,,90.0
, Karim ,28.0, Paris ,FR,,2500.0,,2023-01-05,20.0
331.0, ali ,30.0,Marseille,france,IT,2500.0,,,50.0
204.0,mohamed ,26.0,paris,France,Sales,3000.0,test@yahoo.com,,50.0
,Amina,25.0,,france,,3500.0,invalid-email,,50.0
,SARA,28.0, PARIS ,FR,IT,2500.0,user@gmail.com,,70.0
335.0,Sara,25.0,PARIS,FR,Marketing,3500.0,invalid-email,,40.0
266.0,Lina,27.0,paris,FRA,,3500.0,user@gmail.com,,10.0
,Sara,20.0,Marseille,,Sales,2500.0,test@yahoo.com,,40.0
338.0,Omar,22.0,Marseille,,SALES,2500.0,test@yahoo.com,,70.0
339.0,Mohamed,30.0,,FRA,SALES,1800.0,,,40.0
,Karim,26.0,Paris,,Finance,2500.0,contact@outlook.com,,50.0
341.0,Amina,21.0, Lille ,france,it,3500.0,test@yahoo.com,,20.0
,,27.0,Lille,,it,2500.0,invalid-email,,70.0
343.0,Lina,25.0, LILLE ,, HR ,2500.0,,,50.0
,Amina,21.0,,france,it,2000.0,test@yahoo.com,,20.0
93.0, SARA ,22.0,Lille,FRA,SALES,2500.0,test@yahoo.com,,70.0
346.0,Nadia,30.0,Lille,, HR ,3000.0,test@yahoo.com,,50.0
347.0,Lina,25.0,LILLE,,IT,3500.0,user@gmail.com,,30.0
99.0,Omar,28.0,,FRA,SALES,2500.0,invalid-email,,50.0
430.0,Nadia,22.0,paris,, IT ,999999.0,test@yahoo.com,,10.0
350.0, Omar ,24.0,PARIS,FRA,,3000.0,,2023-01-05,100.0
58.0,mohamed ,28.0,Marseille,,IT,999999.0,,,90.0
111.0, Sara ,25.0,,france,Marketing,1800.0,invalid-email,,60.0
353.0,Nadia,25.0,paris,france,Finance,999999.0,,,50.0
,Amina,30.0,marseille,france,HR,999999.0,test@yahoo.com,,40.0
355.0, Amina ,25.0, Lille ,FR,,2200.0,contact@outlook.com,,50.0
,Youssef,25.0, Lille ,,Sales,2200.0,invalid-email,2023-01-05,50.0
,Mohamed,25.0,PARIS,france, HR ,-100.0,contact@outlook.com,,40.0
, Karim ,27.0,PARIS,,Marketing,2500.0,invalid-email,,80.0
,mohamed ,25.0,paris,FRA,  ,-100.0,contact@outlook.com,,60.0
232.0,Lina,29.0,Paris,, Sales ,-100.0,invalid-email,,50.0
357.0,,21.0,Lille,FRA, Finance ,4000.0,test@yahoo.com,,50.0
165.0, Lina ,28.0,,france,,999999.0,contact@outlook.com,,50.0
363.0,Sara,30.0, LILLE ,France,Sales,2200.0,invalid-email,,10.0
490.0,Fatima,25.0,PARIS,,Marketing,2200.0,contact@outlook.com,2023-01-05,50.0
184.0,Sara,25.0,,,HR,1800.0,invalid-email,,50.0
,mohamed ,23.0,marseille,, Sales ,-100.0,user@gmail.com,2023-01-05,40.0
367.0,Mohamed,29.0,Lyon,,,1800.0,user@gmail.com,,60.0
368.0,,26.0,PARIS,FRA,Sales,2500.0,invalid-email,2023-01-05,50.0
369.0,Sara,25.0,Marseille,FR,HR,4000.0,test@yahoo.com,,50.0
370.0, Omar ,29.0,Paris,,HR,2500.0,contact@outlook.com,,40.0
,Mohamed,26.0,,,,2500.0,user@gmail.com,2023-01-05,30.0
372.0,Amina,25.0,marseille,FR,SALES,3500.0,test@yahoo.com,,50.0
373.0,Fatima,28.0,,,Marketing,999999.0,,2023-01-05,50.0
