id,name,age,city,country,department,salary,email,score
unknown,fatima,21.0,lille,france,finance,2500.0,contact@outlook.com,30.0
unknown,ali,24.0,paris,france,unknown,3000.0,test@yahoo.com,50.0
147.0,mohamed,20.0,marseille,france,it,1800.0,test@yahoo.com,10.0
465.0,sara,21.0,marseille,unknown,hr,2000.0,test@yahoo.com,100.0
unknown,omar,25.0,marseille,fra,unknown,3000.0,invalid-email,100.0
unknown,youssef,25.0,paris,unknown,unknown,2000.0,user@gmail.com,20.0
47.0,sara,25.0,marseille,france,unknown,1800.0,unknown,90.0
161.0,mohamed,24.0,lyon,fr,it,1800.0,test@yahoo.com,30.0
unknown,karim,21.0,paris,unknown,it,2000.0,unknown,40.0
338.0,nadia,29.0,lille,fra,marketing,2500.0,unknown,60.0
166.0,youssef,30.0,unknown,unknown,unknown,3000.0,unknown,10.0
112.0,amina,20.0,paris,france,marketing,2500.0,test@yahoo.com,50.0
148.0,sara,20.0,lille,unknown,sales,2200.0,test@yahoo.com,90.0
169.0,omar,28.0,unknown,fr,sales,4000.0,unknown,70.0
202.0,sara,25.0,lyon,fr,hr,2000.0,unknown,20.0
unknown,fatima,25.0,marseille,fr,hr,2500.0,user@gmail.com,50.0
34.0,nadia,30.0,lyon,fr,it,3500.0,unknown,50.0
unknown,nadia,28.0,paris,france,unknown,2000.0,contact@outlook.com,20.0
unknown,sara,30.0,marseille,france,sales,3000.0,unknown,50.0
405.0,unknown,22.0,unknown,unknown,unknown,2000.0,unknown,70.0
260.0,ali,25.0,lyon,france,finance,3500.0,invalid-email,40.0
unknown,mohamed,29.0,marseille,france,hr,2200.0,unknown,100.0
312.0,mohamed,25.0,lille,france,unknown,2500.0,contact@outlook.com,50.0
unknown,karim,22.0,lyon,unknown,hr,3000.0,user@gmail.com,80.0
447.0,omar,21.0,lille,france,marketing,2000.0,test@yahoo.com,80.0
27.0,omar,25.0,lyon,fra,sales,3500.0,test@yahoo.com,60.0
197.0,unknown,25.0,unknown,fr,hr,2200.0,user@gmail.com,80.0
198.0,mohamed,25.0,lille,fra,it,2000.0,user@gmail.com,40.0
199.0,omar,25.0,,unknown,sales,2000.0,contact@outlook.com,50.0
200.0,fatima,26.0,unknown,unknown,unknown,2000.0,user@gmail.com,80.0
499.0,sara,28.0,lille,unknown,unknown,3000.0,user@gmail.com,80.0
unknown,karim,25.0,lyon,unknown,it,3500.0,user@gmail.com,40.0
unknown,ali,21.0,,unknown,it,2200.0,user@gmail.com,90.0
unknown,mohamed,27.0,paris,fr,finance,1800.0,test@yahoo.com,60.0
477.0,omar,26.0,lille,fra,marketing,1800.0,unknown,50.0
214.0,sara,30.0,unknown,fra,it,3000.0,unknown,30.0
215.0,mohamed,25.0,unknown,unknown,unknown,1800.0,test@yahoo.com,40.0
485.0,lina,27.0,paris,unknown,hr,3000.0,contact@outlook.com,60.0
222.0,mohamed,22.0,lyon,fra,it,3500.0,unknown,60.0
unknown,mohamed,29.0,paris,france,marketing,4000.0,unknown,80.0
269.0,mohamed,26.0,unknown,france,hr,3500.0,unknown,80.0
226.0,unknown,21.0,lille,france,marketing,2200.0,test@yahoo.com,50.0
unknown,sara,29.0,marseille,unknown,it,1800.0,user@gmail.com,50.0
unknown,omar,24.0,unknown,fr,unknown,2500.0,unknown,50.0
233.0,lina,25.0,marseille,unknown,it,4000.0,test@yahoo.com,60.0
unknown,sara,25.0,lyon,fra,sales,3000.0,invalid-email,30.0
235.0,youssef,26.0,unknown,fra,finance,2200.0,contact@outlook.com,50.0
46.0,omar,27.0,lyon,france,it,1800.0,user@gmail.com,80.0
unknown,ali,27.0,lyon,unknown,it,2000.0,invalid-email,50.0
372.0,mohamed,26.0,marseille,france,sales,1800.0,unknown,40.0
242.0,fatima,29.0,lille,fra,unknown,1800.0,user@gmail.com,30.0
272.0,sara,29.0,lyon,fra,it,3500.0,contact@outlook.com,20.0
unknown,youssef,25.0,unknown,france,unknown,3000.0,unknown,50.0
unknown,fatima,25.0,paris,unknown,unknown,2200.0,unknown,50.0
9.0,lina,26.0,paris,fra,finance,4000.0,unknown,100.0
471.0,unknown,25.0,paris,unknown,hr,3000.0,test@yahoo.com,60.0
339.0,omar,26.0,marseille,france,unknown,3000.0,contact@outlook.com,60.0
unknown,ali,30.0,lyon,unknown,unknown,2500.0,test@yahoo.com,90.0
458.0,unknown,25.0,paris,fr,it,3000.0,unknown,60.0
473.0,ali,24.0,lille,france,finance,3000.0,contact@outlook.com,50.0
257.0,sara,29.0,unknown,france,finance,1800.0,unknown,40.0
258.0,ali,21.0,marseille,fr,unknown,2000.0,unknown,30.0
unknown,unknown,20.0,paris,fra,hr,1800.0,invalid-email,80.0
145.0,ali,28.0,lille,fra,hr,3000.0,invalid-email,40.0
172.0,amina,30.0,lyon,france,sales,4000.0,unknown,20.0
unknown,sara,22.0,paris,fra,it,2500.0,user@gmail.com,70.0
120.0,mohamed,24.0,marseille,fr,it,3000.0,unknown,50.0
268.0,ali,21.0,lille,fr,hr,4000.0,unknown,50.0
unknown,unknown,23.0,lyon,unknown,sales,3000.0,invalid-email,50.0
272.0,unknown,29.0,paris,france,unknown,3000.0,test@yahoo.com,90.0
274.0,unknown,28.0,lille,france,unknown,2200.0,unknown,80.0
275.0,omar,27.0,unknown,fr,it,4000.0,contact@outlook.com,10.0
277.0,unknown,27.0,paris,fr,sales,2200.0,test@yahoo.com,50.0
unknown,ali,26.0,marseille,fra,unknown,4000.0,invalid-email,50.0
unknown,unknown,28.0,paris,unknown,it,2000.0,test@yahoo.com,70.0
unknown,karim,25.0,lyon,france,unknown,3500.0,test@yahoo.com,40.0
283.0,amina,20.0,lille,unknown,it,2500.0,unknown,70.0
284.0,omar,23.0,paris,france,unknown,3000.0,test@yahoo.com,50.0
294.0,amina,29.0,unknown,fr,finance,3000.0,test@yahoo.com,90.0
287.0,lina,30.0,unknown,fra,unknown,3500.0,unknown,70.0
76.0,karim,22.0,lille,fra,finance,2500.0,contact@outlook.com,50.0
73.0,unknown,20.0,lille,fra,sales,3000.0,unknown,70.0
124.0,fatima,25.0,unknown,france,unknown,3500.0,user@gmail.com,50.0
291.0,ali,24.0,marseille,unknown,it,2000.0,test@yahoo.com,50.0
unknown,ali,28.0,lyon,fra,finance,3500.0,contact@outlook.com,40.0
293.0,sara,21.0,lille,france,finance,4000.0,test@yahoo.com,60.0
397.0,karim,27.0,lille,unknown,it,3000.0,contact@outlook.com,90.0
451.0,nadia,21.0,lille,fr,finance,3500.0,contact@outlook.com,10.0
299.0,mohamed,25.0,lille,fra,hr,3000.0,unknown,90.0
300.0,unknown,30.0,paris,france,sales,2200.0,unknown,20.0
301.0,ali,23.0,lille,fra,it,1800.0,unknown,50.0
unknown,unknown,27.0,unknown,fra,it,1800.0,unknown,70.0
303.0,omar,25.0,lyon,unknown,marketing,1800.0,unknown,50.0
345.0,mohamed,22.0,paris,france,unknown,2200.0,test@yahoo.com,100.0
269.0,unknown,25.0,lyon,fra,sales,3500.0,invalid-email,100.0
unknown,fatima,24.0,unknown,france,it,2000.0,invalid-email,70.0
282.0,ali,30.0,paris,unknown,hr,2000.0,invalid-email,70.0
330.0,amina,25.0,paris,unknown,it,2500.0,test@yahoo.com,50.0
unknown,nadia,24.0,paris,france,marketing,3000.0,unknown,10.0
91.0,ali,23.0,unknown,france,sales,2000.0,contact@outlook.com,100.0
unknown,unknown,25.0,marseille,unknown,,3500.0,invalid-email,50.0
unknown,sara,21.0,lille,unknown,it,1800.0,user@gmail.com,40.0
139.0,nadia,23.0,marseille,unknown,sales,4000.0,test@yahoo.com,100.0
78.0,sara,25.0,unknown,france,sales,3500.0,contact@outlook.com,20.0
2.0,nadia,25.0,lyon,france,hr,2000.0,test@yahoo.com,80.0
unknown,omar,26.0,paris,france,sales,3500.0,unknown,100.0
306.0,unknown,26.0,paris,fr,sales,4000.0,user@gmail.com,90.0
320.0,amina,28.0,paris,unknown,sales,2200.0,test@yahoo.com,50.0
137.0,mohamed,21.0,paris,fra,marketing,4000.0,contact@outlook.com,50.0
495.0,youssef,25.0,unknown,fra,finance,3500.0,invalid-email,50.0
201.0,sara,29.0,lyon,unknown,unknown,2200.0,unknown,90.0
407.0,ali,27.0,paris,unknown,marketing,2500.0,contact@outlook.com,30.0
204.0,mohamed,26.0,paris,france,sales,3000.0,test@yahoo.com,50.0
unknown,amina,25.0,unknown,france,unknown,3500.0,invalid-email,50.0
335.0,sara,25.0,paris,fr,marketing,3500.0,invalid-email,40.0
266.0,lina,27.0,paris,fra,unknown,3500.0,user@gmail.com,10.0
339.0,mohamed,30.0,unknown,fra,sales,1800.0,unknown,40.0
unknown,karim,26.0,paris,unknown,finance,2500.0,contact@outlook.com,50.0
341.0,amina,21.0,lille,france,it,3500.0,test@yahoo.com,20.0
unknown,amina,21.0,unknown,france,it,2000.0,test@yahoo.com,20.0
346.0,nadia,30.0,lille,unknown,hr,3000.0,test@yahoo.com,50.0
347.0,lina,25.0,lille,unknown,it,3500.0,user@gmail.com,30.0
350.0,omar,24.0,paris,fra,unknown,3000.0,unknown,100.0
111.0,sara,25.0,unknown,france,marketing,1800.0,invalid-email,60.0
355.0,amina,25.0,lille,fr,unknown,2200.0,contact@outlook.com,50.0
unknown,youssef,25.0,lille,unknown,sales,2200.0,invalid-email,50.0
357.0,unknown,21.0,lille,fra,finance,4000.0,test@yahoo.com,50.0
363.0,sara,30.0,lille,france,sales,2200.0,invalid-email,10.0
490.0,fatima,25.0,paris,unknown,marketing,2200.0,contact@outlook.com,50.0
184.0,sara,25.0,unknown,unknown,hr,1800.0,invalid-email,50.0
367.0,mohamed,29.0,lyon,unknown,unknown,1800.0,user@gmail.com,60.0
368.0,unknown,26.0,paris,fra,sales,2500.0,invalid-email,50.0
369.0,sara,25.0,marseille,fr,hr,4000.0,test@yahoo.com,50.0
unknown,mohamed,26.0,unknown,unknown,unknown,2500.0,user@gmail.com,30.0
372.0,amina,25.0,marseille,fr,sales,3500.0,test@yahoo.com,50.0
376.0,lina,25.0,paris,fra,sales,3500.0,unknown,30.0
390.0,mohamed,21.0,paris,unknown,sales,1800.0,contact@outlook.com,10.0
379.0,ali,28.0,lille,unknown,hr,3000.0,user@gmail.com,20.0
unknown,sara,24.0,marseille,unknown,finance,1800.0,test@yahoo.com,70.0
59.0,amina,29.0,paris,fr,hr,2000.0,user@gmail.com,30.0
28.0,unknown,29.0,paris,fr,hr,3000.0,user@gmail.com,50.0
387.0,fatima,25.0,lille,france,it,1800.0,test@yahoo.com,80.0
389.0,lina,23.0,marseille,unknown,it,3000.0,user@gmail.com,60.0
unknown,ali,20.0,paris,france,unknown,1800.0,invalid-email,80.0
443.0,mohamed,25.0,lyon,fr,sales,3000.0,invalid-email,60.0
393.0,sara,28.0,lyon,france,it,4000.0,user@gmail.com,90.0
unknown,mohamed,30.0,marseille,france,it,4000.0,unknown,40.0
149.0,unknown,25.0,marseille,unknown,it,3500.0,invalid-email,40.0
399.0,mohamed,25.0,unknown,france,hr,2000.0,test@yahoo.com,80.0
160.0,sara,28.0,marseille,france,unknown,3000.0,invalid-email,20.0
401.0,mohamed,30.0,lyon,unknown,it,2500.0,contact@outlook.com,20.0
402.0,lina,26.0,lille,france,marketing,3000.0,test@yahoo.com,70.0
404.0,ali,20.0,lyon,france,finance,4000.0,contact@outlook.com,50.0
unknown,sara,29.0,unknown,fr,sales,1800.0,user@gmail.com,50.0
unknown,karim,27.0,paris,fra,sales,2200.0,contact@outlook.com,30.0
unknown,nadia,20.0,paris,fr,sales,2200.0,invalid-email,50.0
278.0,lina,29.0,lille,fr,sales,3000.0,test@yahoo.com,60.0
412.0,ali,25.0,lyon,france,unknown,3000.0,contact@outlook.com,100.0
413.0,sara,23.0,unknown,france,marketing,3000.0,unknown,50.0
414.0,amina,25.0,marseille,fr,hr,2200.0,test@yahoo.com,60.0
416.0,unknown,25.0,lille,unknown,marketing,2200.0,invalid-email,20.0
417.0,amina,23.0,paris,unknown,unknown,1800.0,contact@outlook.com,40.0
418.0,lina,25.0,paris,fr,it,1800.0,test@yahoo.com,50.0
419.0,mohamed,21.0,lille,fr,sales,3500.0,unknown,70.0
unknown,ali,25.0,,fra,it,2200.0,unknown,50.0
unknown,fatima,30.0,unknown,france,unknown,2200.0,contact@outlook.com,20.0
unknown,sara,25.0,lyon,france,it,1800.0,invalid-email,50.0
427.0,unknown,26.0,lille,fra,it,3000.0,invalid-email,80.0
429.0,lina,24.0,paris,france,it,2200.0,invalid-email,50.0
unknown,unknown,26.0,paris,france,sales,3500.0,test@yahoo.com,70.0
unknown,sara,25.0,lille,fr,marketing,3000.0,test@yahoo.com,10.0
unknown,omar,25.0,lille,france,it,3500.0,user@gmail.com,20.0
unknown,ali,29.0,lille,france,sales,1800.0,test@yahoo.com,50.0
unknown,omar,26.0,paris,fr,sales,3500.0,test@yahoo.com,10.0
134.0,nadia,24.0,lyon,fr,it,2200.0,unknown,20.0
unknown,lina,25.0,lille,fra,finance,3000.0,user@gmail.com,70.0
unknown,ali,28.0,unknown,unknown,hr,2000.0,invalid-email,30.0
441.0,mohamed,23.0,paris,france,sales,2000.0,unknown,40.0
284.0,omar,25.0,lyon,unknown,unknown,1800.0,unknown,100.0
267.0,sara,26.0,paris,france,sales,2000.0,unknown,20.0
402.0,unknown,28.0,marseille,fra,marketing,4000.0,unknown,100.0
447.0,karim,25.0,lyon,france,unknown,3000.0,contact@outlook.com,60.0
418.0,youssef,24.0,lille,unknown,sales,2500.0,test@yahoo.com,50.0
226.0,youssef,25.0,marseille,unknown,sales,2500.0,invalid-email,70.0
unknown,karim,22.0,lille,unknown,it,2200.0,test@yahoo.com,40.0
421.0,omar,26.0,unknown,france,it,2500.0,contact@outlook.com,100.0
454.0,unknown,27.0,unknown,unknown,it,3500.0,test@yahoo.com,50.0
unknown,sara,24.0,paris,fra,it,2200.0,unknown,40.0
311.0,sara,25.0,unknown,fr,sales,4000.0,contact@outlook.com,50.0
339.0,omar,30.0,unknown,unknown,marketing,3000.0,unknown,80.0
463.0,ali,27.0,lyon,fr,sales,4000.0,invalid-email,10.0
unknown,lina,28.0,lyon,france,unknown,2200.0,contact@outlook.com,80.0
unknown,unknown,24.0,marseille,fr,it,3000.0,unknown,80.0
unknown,karim,28.0,lyon,fra,it,2200.0,test@yahoo.com,60.0
471.0,lina,30.0,paris,france,unknown,3000.0,test@yahoo.com,50.0
206.0,nadia,26.0,paris,france,,2500.0,unknown,10.0
475.0,sara,25.0,lyon,france,sales,4000.0,unknown,50.0
172.0,unknown,30.0,paris,fr,unknown,3500.0,test@yahoo.com,50.0
481.0,omar,24.0,lille,unknown,hr,2500.0,unknown,50.0
4.0,karim,30.0,paris,unknown,unknown,3000.0,unknown,50.0
70.0,unknown,21.0,lille,unknown,sales,3000.0,user@gmail.com,20.0
484.0,amina,23.0,lyon,unknown,finance,3500.0,unknown,50.0
485.0,omar,27.0,lyon,unknown,unknown,3500.0,test@yahoo.com,10.0
486.0,unknown,21.0,unknown,unknown,unknown,2200.0,user@gmail.com,90.0
183.0,amina,24.0,paris,fr,it,2200.0,user@gmail.com,70.0
492.0,mohamed,25.0,paris,france,sales,4000.0,unknown,50.0
unknown,unknown,22.0,lille,fra,sales,4000.0,invalid-email,20.0
328.0,mohamed,25.0,lille,unknown,it,1800.0,unknown,90.0
434.0,unknown,27.0,paris,france,unknown,3500.0,test@yahoo.com,50.0
unknown,fatima,28.0,unknown,fra,sales,2500.0,user@gmail.com,80.0
unknown,nadia,21.0,lille,fra,it,2000.0,invalid-email,50.0
501.0,karim,26.0,paris,unknown,unknown,1800.0,user@gmail.com,100.0
174.0,unknown,30.0,lyon,unknown,,3500.0,unknown,10.0
476.0,fatima,27.0,lyon,unknown,it,2000.0,invalid-email,50.0
unknown,amina,21.0,lille,fra,,2200.0,invalid-email,90.0
unknown,unknown,22.0,paris,fra,it,3000.0,invalid-email,100.0
unknown,mohamed,23.0,lyon,fra,it,3000.0,invalid-email,30.0
70.0,amina,25.0,lille,fr,unknown,3500.0,unknown,90.0
146.0,mohamed,20.0,lille,france,it,4000.0,test@yahoo.com,50.0
517.0,youssef,25.0,paris,fr,marketing,2200.0,user@gmail.com,50.0
518.0,mohamed,28.0,paris,fr,unknown,2000.0,unknown,50.0
unknown,unknown,23.0,unknown,unknown,sales,2500.0,unknown,50.0
unknown,youssef,25.0,unknown,france,sales,4000.0,invalid-email,50.0
unknown,ali,20.0,lyon,france,unknown,2500.0,unknown,50.0
523.0,ali,21.0,paris,france,unknown,2000.0,invalid-email,70.0
unknown,youssef,22.0,paris,unknown,marketing,1800.0,contact@outlook.com,50.0
527.0,omar,21.0,lille,france,sales,3000.0,unknown,20.0
528.0,unknown,23.0,unknown,fr,it,3500.0,contact@outlook.com,50.0
unknown,amina,29.0,lyon,france,it,4000.0,user@gmail.com,50.0
22.0,unknown,30.0,lyon,fr,unknown,2000.0,user@gmail.com,50.0
unknown,lina,20.0,paris,france,it,2200.0,contact@outlook.com,20.0
474.0,karim,26.0,unknown,france,unknown,2200.0,unknown,30.0
382.0,mohamed,25.0,lille,fr,hr,3000.0,unknown,50.0
331.0,ali,28.0,lille,france,sales,1800.0,user@gmail.com,100.0
unknown,omar,21.0,lyon,france,it,2500.0,invalid-email,90.0
543.0,mohamed,23.0,unknown,fr,finance,2000.0,test@yahoo.com,50.0
544.0,unknown,25.0,lille,fra,unknown,2000.0,contact@outlook.com,20.0
545.0,fatima,25.0,unknown,fra,it,3500.0,test@yahoo.com,50.0
2.0,fatima,25.0,lyon,unknown,sales,3000.0,contact@outlook.com,50.0
550.0,ali,29.0,paris,fr,hr,3000.0,test@yahoo.com,50.0
296.0,mohamed,29.0,lyon,france,,3000.0,unknown,80.0
553.0,lina,26.0,lyon,unknown,marketing,2200.0,invalid-email,90.0
556.0,mohamed,27.0,lyon,france,marketing,3500.0,test@yahoo.com,50.0
unknown,karim,25.0,unknown,unknown,sales,3000.0,contact@outlook.com,40.0
561.0,fatima,21.0,lille,unknown,marketing,2500.0,test@yahoo.com,30.0
unknown,sara,25.0,paris,unknown,finance,4000.0,contact@outlook.com,20.0
564.0,amina,29.0,paris,france,,1800.0,unknown,10.0
566.0,fatima,27.0,unknown,fra,unknown,2200.0,test@yahoo.com,70.0
567.0,mohamed,29.0,paris,unknown,unknown,3000.0,test@yahoo.com,50.0
175.0,amina,29.0,paris,france,sales,4000.0,test@yahoo.com,10.0
unknown,amina,20.0,lille,unknown,sales,2000.0,invalid-email,30.0
unknown,omar,25.0,paris,unknown,sales,3000.0,invalid-email,10.0
573.0,karim,22.0,lyon,fra,finance,2000.0,contact@outlook.com,90.0
209.0,fatima,20.0,paris,unknown,unknown,2000.0,unknown,70.0
575.0,sara,25.0,marseille,fra,it,2000.0,test@yahoo.com,50.0
577.0,karim,28.0,lille,fra,hr,3500.0,unknown,80.0
581.0,nadia,29.0,marseille,france,sales,3000.0,test@yahoo.com,20.0
582.0,sara,26.0,marseille,unknown,unknown,3000.0,unknown,10.0
unknown,ali,25.0,paris,france,unknown,3000.0,unknown,90.0
588.0,karim,28.0,paris,unknown,sales,3000.0,contact@outlook.com,20.0
unknown,youssef,28.0,,fr,unknown,4000.0,unknown,50.0
unknown,ali,25.0,lyon,france,marketing,2000.0,invalid-email,50.0
420.0,sara,28.0,paris,fra,it,3500.0,test@yahoo.com,50.0
unknown,ali,23.0,lille,unknown,finance,2500.0,unknown,50.0
595.0,fatima,25.0,lyon,unknown,it,2200.0,user@gmail.com,20.0
unknown,unknown,24.0,lille,france,unknown,3000.0,invalid-email,50.0
598.0,ali,28.0,marseille,fra,unknown,1800.0,unknown,70.0
unknown,fatima,26.0,unknown,france,it,3500.0,unknown,50.0
unknown,youssef,23.0,lyon,fra,it,3500.0,test@yahoo.com,70.0
107.0,sara,25.0,marseille,fr,sales,3000.0,invalid-email,100.0
438.0,fatima,22.0,paris,fra,it,2200.0,invalid-email,30.0
unknown,omar,28.0,marseille,fra,marketing,3000.0,unknown,100.0
24.0,sara,25.0,paris,france,finance,3000.0,invalid-email,50.0
49.0,sara,25.0,lyon,fr,it,3000.0,unknown,50.0
unknown,karim,25.0,paris,france,hr,3500.0,test@yahoo.com,60.0
334.0,sara,24.0,unknown,unknown,sales,3000.0,invalid-email,60.0
unknown,omar,27.0,marseille,france,hr,1800.0,test@yahoo.com,40.0
338.0,sara,25.0,paris,france,hr,4000.0,user@gmail.com,20.0
616.0,sara,30.0,marseille,fr,finance,2500.0,unknown,80.0
unknown,amina,27.0,unknown,unknown,sales,3000.0,unknown,90.0
158.0,nadia,28.0,lyon,france,unknown,3000.0,contact@outlook.com,50.0
79.0,ali,20.0,lille,france,it,3000.0,invalid-email,10.0
623.0,omar,25.0,lyon,fra,,4000.0,invalid-email,30.0
unknown,ali,26.0,marseille,france,marketing,2000.0,invalid-email,40.0
137.0,fatima,25.0,paris,france,hr,3000.0,user@gmail.com,80.0
316.0,youssef,25.0,unknown,fra,finance,3500.0,user@gmail.com,10.0
unknown,ali,22.0,paris,fr,marketing,2200.0,unknown,50.0
629.0,sara,22.0,paris,fra,finance,3500.0,invalid-email,50.0
397.0,sara,28.0,lille,france,finance,3000.0,invalid-email,10.0
